id,slug,name,address,state,area,latitude,longitude,phone,website_url,google_maps_url,accepted_items,tags,opening_hours,status,verification_status,upvote_count,downvote_count,photo_count,comment_count,notes,created_at,updated_at,last_verified_at,thumbnail_url
128,recycling-container-node-10287728543,Recycling Container node-10287728543,"Jalan 6/95B, Cheras, Taman Cheras Utama, Kuala Lumpur, Selangor, 55300",Kuala Lumpur,Cheras,3.1026995,101.7506289,,,"https://maps.google.com/?q=3.1026995,101.7506289",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
129,tzu-chi-malaysia,Tzu Chi Malaysia,"Jalan 9/95B, Cheras, Taman Cheras Utama, Taman Cheras, Kuala Lumpur, 56100",Kuala Lumpur,Cheras,3.103195,101.7504922,,,"https://maps.google.com/?q=3.103195,101.7504922",,Centre|Class:Centre|Tzu Chi Malaysia,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
130,sungai-besi-recycle,Sungai Besi Recycle,"Jalan Naga Emas, Salak South, Taman Naga Emas, Kuala Lumpur, 57000",Kuala Lumpur,Salak South,3.0812488,101.6984037,,,"https://maps.google.com/?q=3.0812488,101.6984037",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
131,recycling-centre-node-10813696316,Recycling Centre node-10813696316,45,Selangor,Sungai Buloh,3.227055,101.5586649,,,"https://maps.google.com/?q=3.227055,101.5586649",,Centre|Class:Centre,,,reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
132,li-yong-plastic,Li Yong Plastic,"Jalan Simpang, Taman Matang Damai, Matang, Kampung Jelapang Jaya, Perak, 34700",Perak,Matang,4.8134885,100.683179,,,"https://maps.google.com/?q=4.8134885,100.683179",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
133,pusat-kitar-semula-jalan-bunus-6,Pusat Kitar Semula Jalan Bunus 6,"Jalan Bunus 6, Kampung Cendana, Kuala Lumpur, 50100",Kuala Lumpur,Kuala Lumpur,3.1547194,101.6980195,,,"https://maps.google.com/?q=3.1547194,101.6980195",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
134,ipc-recycling-and-buy-back-center,IPC Recycling and Buy-Back Center,"Persiaran Surian, Mutiara Damansara, PJU 6, Petaling Jaya, Selangor, 47800",Selangor,Mutiara Damansara,3.1556494,101.6118005,,,"https://maps.google.com/?q=3.1556494,101.6118005",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
135,recycling-centre-node-11039174963,Recycling Centre node-11039174963,"Jalan Pandan Indah 4/3, Pandan Indah, Ampang Jaya Municipal Council, Selangor, 51500",Selangor,Pandan Indah,3.1328121,101.7542264,,,"https://maps.google.com/?q=3.1328121,101.7542264",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
136,recycling-container-node-11102537718,Recycling Container node-11102537718,"Lebuh Tunku Kudin 1, Jelutong, Bukit Tunku Kudin, George Town, Penang, 11600",Penang,Jelutong,5.3775172,100.3144547,,,"https://maps.google.com/?q=5.3775172,100.3144547",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
137,recycling-container-node-11149720271,Recycling Container node-11149720271,"Sempadan, Johor",Johor,Sempadan,2.5300615,103.4141618,,,"https://maps.google.com/?q=2.5300615,103.4141618",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
138,community-recycle-for-charity-crc,Community Recycle for Charity (CRC),"Sibu Road, Jinjang, Kepong, Kuala Lumpur, 52000",Kuala Lumpur,Jinjang,3.2101241,101.6673627,+60 17 3638100,http://crcbox.org/,"https://maps.google.com/?q=3.2101241,101.6673627",Cans|Paper|Plastic|Glass Bottles|Cardboard,Container|Class:Bin/Container|Community Recycle for Charity (CRC),,,reverse_geocoded_address|reverse_geocoded_area|website_phone,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
139,recycling-container-node-11350500394,Recycling Container node-11350500394,"Lingkungan Budi, Bangsar, Kuala Lumpur, 50603",Kuala Lumpur,Bangsar,3.1219238,101.6571256,,,"https://maps.google.com/?q=3.1219238,101.6571256",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
140,kitacycle,KITACycle,"Damansara–Puchong Expressway, Bandar Puchong Jaya, Puchong, Subang Jaya City Council, Selangor, 47170",Selangor,Bandar Puchong Jaya,3.0452717,101.6179414,,,"https://maps.google.com/?q=3.0452717,101.6179414",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
141,recycling-container-node-11958741484,Recycling Container node-11958741484,"Jalan Nova U5/57, Subang Bestari, Section U5, Sungai Buloh, Shah Alam, Selangor, 40160",Selangor,Subang Bestari,3.1770916,101.5384124,,,"https://maps.google.com/?q=3.1770916,101.5384124",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
142,hock-soon-ho-kitar-semula,Hock Soon Ho Kitar Semula,"6361, Jalan Taman RBA, Miri, 98000",Sarawak,Miri,4.4713631,114.0211924,,,"https://maps.google.com/?q=4.4713631,114.0211924",,Centre|Class:Centre,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
143,recycling-container-node-12041298958,Recycling Container node-12041298958,"Jalan Tasik Raja Lumu U4/17, Subang Bestari, Section U4, Sungai Buloh, Shah Alam, Selangor, 40160",Selangor,Subang Bestari,3.1768105,101.5491673,,,"https://maps.google.com/?q=3.1768105,101.5491673",Green Waste,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
144,ecowish-sdn-bhd,Ecowish Sdn Bhd,"7970, Jalan Sena, Miri, 98000",Sarawak,Miri,4.4978372,114.0383932,,,"https://maps.google.com/?q=4.4978372,114.0383932",,"Centre|Class:Centre|016-877 2366,013-579 5554,013-782 7888,013-726 7888",,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
145,recycling-centre-node-12076280963,Recycling Centre node-12076280963,"Jalan Sungai 2, Seputeh, Kuala Lumpur, 50614",Kuala Lumpur,Seputeh,3.1137767,101.6818287,,,"https://maps.google.com/?q=3.1137767,101.6818287",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
146,wkf-recycling-enterprise,WKF Recycling Enterprise,"Jalan Muhibbah 17, Flat Taman Muhibah, Seri Serdang, Seri Kembangan, Subang Jaya City Council, Selangor, 43300",Selangor,Seri Serdang,3.0225958,101.7152822,,,"https://maps.google.com/?q=3.0225958,101.7152822",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
147,kll-scrap-metal-co,KLL Scrap & Metal Co.,"3590, Lorong 8A, Miri, 98000",Sarawak,Miri,4.4848688,114.0350861,,,"https://maps.google.com/?q=4.4848688,114.0350861",Scrap Metal,Centre|Class:Private Scrapyard|010-978 7013,Mo-Su 07:30-18:00,,osm_source,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,,
148,recycling-container-node-12129435449,Recycling Container node-12129435449,"Jalan Serindit 3, Taman Serindit Fasa 3, Kampung Borhan, Alor Setar, Kedah, 05460",Kedah,Alor Setar,6.1290073,100.3923637,,,"https://maps.google.com/?q=6.1290073,100.3923637",Cans|Paper|Plastic|Plastic Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
149,recycling-centre-node-12133170500,Recycling Centre node-12133170500,"Jalan Raja Muda Abdul Aziz, Kampung Datuk Keramat, Kampung Atas B, Chow Kit, Kuala Lumpur, 50572",Kuala Lumpur,Kampung Datuk Keramat,3.1690252,101.7061188,,,"https://maps.google.com/?q=3.1690252,101.7061188",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
150,recycling-container-node-12152852523,Recycling Container node-12152852523,"Old Malay Bridge, Kuala Lumpur, 50566",Kuala Lumpur,Kuala Lumpur,3.1378644,101.6877551,,,"https://maps.google.com/?q=3.1378644,101.6877551",Paper|Plastic|Glass Bottles,Container|Class:Bin/Container,24/7,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
151,eng-wei-trading,Eng Wei Trading,"944B/2390B, Jalan Simanggang, Miri, 98000",Sarawak,Miri,4.3175916,113.9928987,,,"https://maps.google.com/?q=4.3175916,113.9928987",Cans|Paper|Glass Bottles,Centre|Class:Centre|016-870 0947;016-855 1437,Mo-Sa 08:00-17:00,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
152,yb-enterprise,YB Enterprise,"76, Jalan Piasau Utara 2C, Miri, 98000",Sarawak,Miri,4.438523,114.0076855,1042161663 | 1782434703 | 31536000,https://www.facebook.com/YBenterprise/,"https://maps.google.com/?q=4.438523,114.0076855",Batteries,Centre|Class:E-Waste|014-800 7425,Mo-Sa 08:00-17:00,,website_phone,,,,,classification=e-waste,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,https://scontent.fkul11-2.fna.fbcdn.net/v/t39.30808-1/271974844_1484432981940068_1248375691323240754_n.jpg?stp=dst-jpg_tt6&cstp=mx384x379&ctp=s384x379&_nc_cat=103&ccb=1-7&_nc_sid=3ab345&_nc_ohc=LRgnA19PfMcQ7kNvwEN25Ue&_nc_oc=AdqGgyvHRj-8K3cVmkaebFPK_tB8cfBeJeV4Hh6OcgOS7N-pfpY4YO1PIYejDpADi6I&_nc_zt=24&_nc_ht=scontent.fkul11-2.fna&_nc_gid=LAJTW3ZVYsOuYhUFdLjNsQ&_nc_ss=7b20f&oh=00_Af9Y_reVryatgyAHlz-eXq5SvFLFXR1d9LEIrOttN6qC2g&oe=6A43B078
153,recycling-container-node-12167240035,Recycling Container node-12167240035,"Jalan Sultan Yahya Petra, Semarak, Kuala Lumpur, 50578",Kuala Lumpur,Semarak,3.1743674,101.7201034,,,"https://maps.google.com/?q=3.1743674,101.7201034",Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
154,recycling-container-node-12167240036,Recycling Container node-12167240036,"Blok PA 6, Jalan Sultan Yahya Petra, Semarak, Kuala Lumpur, 50578",Kuala Lumpur,Semarak,3.1743384,101.7203317,,,"https://maps.google.com/?q=3.1743384,101.7203317",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
155,recycling-container-node-12192423061,Recycling Container node-12192423061,"Hilir Pemancar, Taman Tun Sardon, Gelugor, George Town, Penang, 11700",Penang,Gelugor,5.3702484,100.3039873,,,"https://maps.google.com/?q=5.3702484,100.3039873",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
156,syarikat-k-pitchai,Syarikat K. Pitchai,"21, Jalan Berek",Perak,Taiping,4.8544063,100.7416766,,,"https://maps.google.com/?q=4.8544063,100.7416766",,Centre|Class:Centre,,,reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
157,recycling-container-node-12214321078,Recycling Container node-12214321078,"Jalan Sibu, Jinjang, Kepong, Kuala Lumpur, 52000",Kuala Lumpur,Jinjang,3.2124715,101.6695357,,,"https://maps.google.com/?q=3.2124715,101.6695357",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
158,borneo-recycle,Borneo Recycle,"Jalan Kuching-Serian, Kota Padawan, Samarahan, Sarawak",Sarawak,Kota Padawan,1.4380173,110.3276652,,,"https://maps.google.com/?q=1.4380173,110.3276652",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
159,recycling-container-node-12245870616,Recycling Container node-12245870616,"Jalan Sibu, Jinjang, Kepong, Kuala Lumpur, 52000",Kuala Lumpur,Jinjang,3.2123445,101.6695251,,,"https://maps.google.com/?q=3.2123445,101.6695251",Paper|Used Clothes|Shoes,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
160,recycling-centre-node-12260385272,Recycling Centre node-12260385272,"Jalan Raja Muda Abdul Aziz, Chow Kit, Kampung Cendana, Kuala Lumpur, 50586",Kuala Lumpur,Kuala Lumpur,3.1677123,101.6993189,,,"https://maps.google.com/?q=3.1677123,101.6993189",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
161,recycling-container-node-12277770905,Recycling Container node-12277770905,"Lingkungan Budi, Bangsar, Kuala Lumpur, 50603",Kuala Lumpur,Bangsar,3.1219857,101.6546107,,,"https://maps.google.com/?q=3.1219857,101.6546107",Cans|Paper|Plastic|Glass Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
162,dumpexpress-drive-thru-recycling-centre-merdeka-jaya,DumpExpress Drive Thru Recycling Centre @ Merdeka Jaya,"Lot 7358, Jalan MJ 52, Taman Merdeka Jaya, 75350",Melaka,Taman Merdeka Jaya,2.2762279,102.2435482,,,"https://maps.google.com/?q=2.2762279,102.2435482",,Centre|Class:Centre,Mo-Su 08:00-18:00; PH off,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
163,penta-recycling,Penta Recycling,"Jalan MJ 53, Taman Merdeka Jaya, Hang Tuah Jaya Municipal Council, Malacca, 75350",Melaka,Hang Tuah Jaya Municipal Council,2.2761251,102.2437372,,,"https://maps.google.com/?q=2.2761251,102.2437372",,Centre|Class:Centre|Penta Recycling (M) Sdn Bhd,Mo-Sa 08:30-17:30,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
164,green-earth-metal-industrial,Green Earth Metal Industrial,"Jalan Tan Sri Datuk Amar Wee Boon Ping, Batu Kawah New Township, Kota Sentosa, Kuching, Sarawak, 93250",Sarawak,Batu Kawah New Township,1.4966444,110.317469,,,"https://maps.google.com/?q=1.4966444,110.317469",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
165,preserve-green-recycle,Preserve Green Recycle,"Jalan Tan Sri Datuk Amar Wee Boon Ping, Batu Kawah New Township, Kota Sentosa, Kuching, Sarawak, 93250",Sarawak,Batu Kawah New Township,1.496326,110.3194898,,,"https://maps.google.com/?q=1.496326,110.3194898",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
166,bee-disposable-packing-trading,Bee Disposable Packing Trading,"Jalan Setia Jaya 1, Batu Pahat, Johor, 83050",Johor,Batu Pahat,1.865807,102.9461079,,,"https://maps.google.com/?q=1.865807,102.9461079",Green Waste,Container|Class:Bin/Container|Bee Disposable Packing Trading,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
167,murabana,Murabana,"Jalan 34/42K, Jinjang, Taman Batu, South Jinjang, Kepong, Kuala Lumpur, 52000",Kuala Lumpur,Jinjang,3.2018334,101.6659674,,,"https://maps.google.com/?q=3.2018334,101.6659674",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,Name correct? | classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
168,recycling-container-node-12704408650,Recycling Container node-12704408650,"Jalan Tun Rahah, Maluri, Pinggiran TRX, Kuala Lumpur, 55188",Kuala Lumpur,Maluri,3.1446438,101.7220329,,,"https://maps.google.com/?q=3.1446438,101.7220329",Used Clothes,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
169,e-waste-collection-centre,E-Waste Collection Centre,"Jalan Bangsar, Bangsar, Kuala Lumpur, 59100",Kuala Lumpur,Bangsar,3.121527,101.6732205,,,"https://maps.google.com/?q=3.121527,101.6732205",,Centre|Class:E-Waste|Tenaga Nasional Berhad,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=e-waste,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
170,recycling-centre-node-13013429524,Recycling Centre node-13013429524,"Jalan 6, Cheras, Kajang Municipal Council, Selangor, 43200",Selangor,Cheras,3.0704349,101.7700982,,,"https://maps.google.com/?q=3.0704349,101.7700982",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
171,recycling-centre-node-13020943428,Recycling Centre node-13020943428,"Lorong Delima 1, Taman Sri Maulana, Kampung Kelat Rendang, Pahang, 26600",Pahang,Taman Sri Maulana,3.5095302,103.3958658,,,"https://maps.google.com/?q=3.5095302,103.3958658",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
172,pusat-kitar-semula-ss17-subang-jaya,Pusat Kitar Semula SS17 Subang Jaya,"95, Jalan SS 17/2, Subang Jaya, 47500",Selangor,Subang Jaya,3.0783314,101.5854388,,,"https://maps.google.com/?q=3.0783314,101.5854388",,Centre|Class:Centre,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
173,tzu-chi-recycling-centre-ss15-3rd-sunday-of-every-month,Tzu Chi Recycling Centre SS15 (3rd Sunday of every month),"Jalan SS 15/4G, Pusat Bandar Subang Jaya, SS 15, Subang Jaya City Council, Selangor, 47500",Selangor,Pusat Bandar Subang Jaya,3.0783313,101.5864166,,,"https://maps.google.com/?q=3.0783313,101.5864166",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
174,heng-hup-hardware-m-sdn-bhd,Heng Hup Hardware (M) Sdn Bhd,"Lot 695, Jalan Krubong Tampoi, Melaka, 75250",Melaka,Melaka,2.2771051,102.2292219,+6063374295,https://www.henghup.com/,"https://maps.google.com/?q=2.2771051,102.2292219",Scrap Metal,Centre|Class:Private Scrapyard|Centre|Class:Private Scrapyard|Farm Auxiliary,Mo-Sa 08:30-17:30,,osm_source,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,,
175,recycling-centre-node-13430845059,Recycling Centre node-13430845059,"Loke Yew Street, Taman Bandar, Kampung Kubu, Tanjong Malim, Perak, 35900",Perak,Tanjong Malim,3.6823578,101.5182115,,,"https://maps.google.com/?q=3.6823578,101.5182115",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
176,recycling-container-node-13764034015,Recycling Container node-13764034015,"Jalan PJU 1/3A, Ara Damansara, PJU 1, Petaling Jaya, Selangor, 47301",Selangor,Ara Damansara,3.1203911,101.5977388,,,"https://maps.google.com/?q=3.1203911,101.5977388",Used Clothes,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
177,recycling-point-way-169403448,Recycling Point way-169403448,"Jalan Syed Putra, Seputeh, Bukit Petaling, Kuala Lumpur, 50470",Kuala Lumpur,Seputeh,3.1330765,101.6949766,,,"https://maps.google.com/?q=3.1330765,101.6949766",,Class:Drop-Off,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=drop-off,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
178,pusat-kitar-semula-mbsj,Pusat Kitar Semula MBSJ,"Persiaran Wawasan, Puchong, Subang Jaya City Council, Selangor, 47160",Selangor,Puchong,3.0344012,101.6236964,,,"https://maps.google.com/?q=3.0344012,101.6236964",Cans|Paper|Plastic,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
179,recycle-centre,recycle centre,"Jalan Mawas, Taman Kinamount, Luyang, Sabah, 88300",Sabah,Luyang,5.9531426,116.0858906,,,"https://maps.google.com/?q=5.9531426,116.0858906",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
180,pj-eco-recycling-plaza,PJ Eco Recycling Plaza,"Sungai Way, Petaling Jaya",Selangor,Sungai Way,3.088681,101.6141652,,,"https://maps.google.com/?q=3.088681,101.6141652",,Centre|Class:Centre,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
181,recycling-centre-way-288251597,Recycling Centre way-288251597,"Jalan Gunung Keriang, Anak Bukit, Pantai Johor, Kampung Suka Menanti, Kedah, 06550",Kedah,Anak Bukit,6.1721725,100.3610941,,,"https://maps.google.com/?q=6.1721725,100.3610941",Cans|Paper|Glass|Scrap Metal,Centre|Class:Private Scrapyard,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
182,s2-recycle,S2 Recycle,"Jalan Gurun - Kepala Batas, Jabi, Kampung Kolon, Kedah, 06400",Kedah,Jabi,6.1638483,100.4848586,,,"https://maps.google.com/?q=6.1638483,100.4848586",,Centre|Class:Centre|Industrial,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
183,s-y-metals,S.Y. Metals,"136, Permatang Tok Dik, Padang Serai, Kedah, 09400",Kedah,Padang Serai,5.4916583,100.5476443,,,"https://maps.google.com/?q=5.4916583,100.5476443",Scrap Metal,Centre|Class:Private Scrapyard,,,reverse_geocoded_address|reverse_geocoded_area,,,,,not a general purpose recycling center | classification=private scrapyard,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
184,recycling-centre-way-473696809,Recycling Centre way-473696809,"Jalan Sungai Seluang / Batu 8, Taman Sepakat, Sungai Seluang, Kampung Siam, Kedah, 09600",Kedah,Sungai Seluang,5.4414919,100.5514369,,,"https://maps.google.com/?q=5.4414919,100.5514369",Scrap Metal,Centre|Class:Private Scrapyard,,,reverse_geocoded_address|reverse_geocoded_area,,,,,not a general purpose recycling center | classification=private scrapyard,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
185,recycling-container-way-576933478,Recycling Container way-576933478,"Persiaran Residen, Desa ParkCity, Kepong, Kuala Lumpur, 52200",Kuala Lumpur,Kepong,3.187171,101.6321011,,,"https://maps.google.com/?q=3.187171,101.6321011",,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
186,sundrapandi-enterprise,Sundrapandi Enterprise,"Jalan Butterworth-Alor Setar, Tandop, Taman Mewah Jaya, Kampung Selarong Lalang Kanan, Kedah, 05400",Kedah,Tandop,6.0692804,100.3660687,,,"https://maps.google.com/?q=6.0692804,100.3660687",Cans|Paper|Plastic|Plastic Bottles|Plastic Packaging|Glass|Glass Bottles|Cardboard|Electrical Appliances|Scrap Metal,Centre|Class:E-Waste,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=e-waste,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
187,syarikat-vijayalakshmi,Syarikat Vijayalakshmi,"Jalan Butterworth-Alor Setar, Tandop, Taman Mewah Jaya, Kampung Selarong Lalang Kanan, Kedah, 05400",Kedah,Tandop,6.0690399,100.3663635,,,"https://maps.google.com/?q=6.0690399,100.3663635",Cans|Paper|Plastic|Plastic Bottles|Plastic Packaging|Glass|Glass Bottles|Cardboard|Electrical Appliances|Scrap Metal,Centre|Class:E-Waste,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=e-waste,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
188,gnc-recycle,GNC Recycle,"Jalan Tuaran Bypass, Inanam, Sabah, 88400",Sabah,Inanam,5.99973,116.1266508,+6088 380712 | +6088 764193,,"https://maps.google.com/?q=5.99973,116.1266508",Paper|Plastic|Plastic Bottles|Cardboard,Centre|Class:Centre|+6088 764097,"Mo-Sa 08:00-12:00,13:00-17:00",,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
189,tt-recycle,TT Recycle,"Jalan Tuaran, Telipok, Tuaran, Sabah, 88450",Sabah,Telipok,6.0977152,116.2019998,+6088 495139 | +6016 8308342,,"https://maps.google.com/?q=6.0977152,116.2019998",Paper|Plastic|Cardboard,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
190,perniagaan-barang-barang-lusuh,Perniagaan Barang-Barang Lusuh,"Lot 4811, Jalan TTC 30, Taman Teknologi Cheng, 75250",Melaka,Taman Teknologi Cheng,2.2661273,102.2327451,,,"https://maps.google.com/?q=2.2661273,102.2327451",,Centre|Class:Centre|JT Metal Sdn. Bhd.,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
191,recycling-container-way-662287944,Recycling Container way-662287944,"Persiaran Warisan Permai, Kota Warisan, Avista Warisan Puteri, Bandar Baru Salak Tinggi, Sepang, Selangor, 43900",Selangor,Kota Warisan,2.825904,101.7042651,,,"https://maps.google.com/?q=2.825904,101.7042651",Cans|Paper|Plastic|Glass|Cardboard,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
